"trait","cor","pval","gender"
"vigor",0.0429294364148984,0.75767974739195,"Man"
"faster_maturity",0.594152808995909,2.12564705350386e-06,"Man"
"disease_resistance",0.275573684729159,0.043499643976141,"Man"
"yield",0.892458198874477,1.1953622971043e-19,"Man"
"market_value",0.653965197321541,7.98429188950008e-08,"Man"
"adaptability_to_local_environment",0.0297064148789708,0.830979631886365,"Man"
"biomass_yield",-0.00110931921245227,0.993641824192148,"Man"
"panicle_performance",0.0245412285261161,0.860042348220793,"Man"
"tillering_capacity",0.400093420988967,0.00269516415856133,"Man"
"spike_length",0.0905392565273373,0.514571372100067,"Man"
"frost_resistance",0.0297064148789708,0.830979631886365,"Man"
"pest_resistance",0.0752319557314098,0.588368086826515,"Man"
"seed_color",0.259855284441779,0.0575037305758921,"Man"
"drought_resistance",0.760784137245201,2.35716761845149e-11,"Man"
"taste",0.705240702172142,2.52797661295602e-09,"Man"
"germination",0.230111748522314,0.093817679443797,"Man"
"plant_architecture",0.258209647193992,0.0591594866934225,"Man"
"seed_size",0.303710617300446,0.0254300770859279,"Man"
"straw_yield",0.150729448511721,0.276148294820418,"Man"
"number_of_seed_per_pods",0.470128065399812,0.00033004722061357,"Man"
"treshability",0.241158364238199,0.0786736306010084,"Man"
"pod_length",0.162422530482526,0.240157335205263,"Man"
"vigor",0.0534809169303657,0.710632225613316,"Woman"
"faster_maturity",0.633108944029389,6.96350677087361e-07,"Woman"
"disease_resistance",0.131636164511949,0.359390224365553,"Woman"
"yield",0.922625197485577,1.00263198072664e-21,"Woman"
"market_value",0.649183005500063,2.90935704736334e-07,"Woman"
"adaptability_to_local_environment",0.00302949647876282,0.983244725791345,"Woman"
"biomass_yield",-0.0025396841364463,0.985953439783667,"Woman"
"panicle_performance",0.00302949647876282,0.983244725791345,"Woman"
"tillering_capacity",0.151617352820761,0.29043343069576,"Woman"
"spike_length",0.203499631291748,0.153963280845745,"Woman"
"frost_resistance",0.00605896515320088,0.966496762350951,"Woman"
"pest_resistance",0.0647369845964634,0.653256591686037,"Woman"
"seed_color",0.135926930747167,0.343802523652087,"Woman"
"drought_resistance",0.656919095770488,1.87639097367596e-07,"Woman"
"taste",0.762740820646433,9.49376635043697e-11,"Woman"
"germination",0.234819574355128,0.0987394251923237,"Woman"
"plant_architecture",0.217593958470585,0.126818791339711,"Woman"
"seed_size",0.200087790741417,0.161133863248963,"Woman"
"straw_yield",0.0777814421437116,0.589185154379244,"Woman"
"number_of_seed_per_pods",0.183911560841453,0.198472354059593,"Woman"
"treshability",0.122130184534127,0.395424665881145,"Woman"
"pod_length",0.0616157526335521,0.668985680410861,"Woman"
