"trait","cor","pval","gender"
"lodging_tolerance",0.500000000059208,0.0470081309919886,"Man"
"pest_resistance",0.215400492826664,0.419746191758983,"Man"
"drought_resistance",-0.140016144986791,0.602464589941741,"Man"
"white_seed_color",0.361942053932197,0.165339195750552,"Man"
"maturity_uniformity",0.564826498253667,0.021687209996801,"Man"
"lodging_tolerance",0.879473751273281,0.000309489996083906,"Woman"
"pest_resistance",0.546948158185687,0.0783476962390894,"Woman"
"drought_resistance",-0.500000000059208,0.113331804694737,"Woman"
"white_seed_color",0.500000000059208,0.113331804694737,"Woman"
"maturity_uniformity",0.401695424702398,0.215695192448548,"Woman"
